LOJA;DATA;SKU;QTD_ANTIGA;QTDE_AJUSTE;TIPO_AJUSTE
299;15/03/2025;999999992282695;1;1;SA?DA DO ESTOQUE
227;28/02/2025;999999992282736;1;1;ENTRADA NO ESTOQUE
DES;16/06/2025;999999992282768;1;1;SA?DA DO ESTOQUE
203;05/05/2025;999999992282790;1;1;AJUSTE CONTAGEM SAIDA
367;11/01/2025;999999992528581;-3;1;AJUSTE CONTAGEM ENTRADA
299;21/01/2025;999999992283018;1;1;SA?DA DO ESTOQUE
299;21/01/2025;999999992283019;1;1;SA?DA DO ESTOQUE
367;11/01/2025;999999992528581;-1;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999992283120;1;1;AJUSTE CONTAGEM SAIDA
299;26/03/2025;999999992283140;2;2;SA?DA DO ESTOQUE
299;23/05/2025;999999992283679;1;1;SA?DA DO ESTOQUE
092;13/03/2025;999999992283764;1;1;SA?DA DO ESTOQUE
299;23/05/2025;999999992283778;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999992283879;1;1;AJUSTE CONTAGEM SAIDA
003;21/03/2025;999999992284026;1;1;SA?DA DO ESTOQUE
019;11/01/2025;999999992530504;0;1;AJUSTE CONTAGEM ENTRADA
010;04/02/2025;999999992284029;3;3;SA?DA DO ESTOQUE
061;18/03/2025;999999992284030;1;1;AJUSTE CONTAGEM SAIDA
010;04/02/2025;999999992284030;2;2;SA?DA DO ESTOQUE
001;26/05/2025;999999992284154;0;1;ENTRADA NO ESTOQUE
069;29/01/2025;999999992284154;0;1;ENTRADA NO ESTOQUE
367;11/01/2025;999999992531166;-1;1;AJUSTE CONTAGEM ENTRADA
299;25/04/2025;999999992284260;1;1;SA?DA DO ESTOQUE
076;21/05/2025;999999992284287;0;1;ENTRADA NO ESTOQUE
299;15/01/2025;999999992284302;1;1;SA?DA DO ESTOQUE
299;30/04/2025;999999992284314;1;1;SA?DA DO ESTOQUE
367;11/01/2025;999999992532962;-1;1;AJUSTE CONTAGEM ENTRADA
019;07/04/2025;999999992284343;-1;1;ENTRADA NO ESTOQUE
367;08/02/2025;999999992284343;1;1;AJUSTE CONTAGEM SAIDA
008;30/01/2025;999999992284343;-1;1;ENTRADA NO ESTOQUE
006;18/02/2025;999999992284360;-1;1;ENTRADA NO ESTOQUE
003;11/01/2025;999999992533883;0;1;AJUSTE CONTAGEM ENTRADA
364;11/01/2025;999999992534169;-1;1;AJUSTE CONTAGEM ENTRADA
076;03/01/2025;999999992284413;1;1;AJUSTE CONTAGEM SAIDA
326;11/01/2025;999999992537114;1;1;AJUSTE CONTAGEM ENTRADA
006;19/02/2025;999999992284433;1;1;SA?DA DO ESTOQUE
064;17/06/2025;999999992284434;2;1;AJUSTE CONTAGEM SAIDA
125;25/04/2025;999999992284434;1;1;AJUSTE CONTAGEM SAIDA
122;11/01/2025;999999992539672;1;1;AJUSTE CONTAGEM ENTRADA
006;11/01/2025;999999992543352;1;1;AJUSTE CONTAGEM ENTRADA
003;01/02/2025;999999992284435;2;1;AJUSTE CONTAGEM SAIDA
367;11/01/2025;999999992544620;-2;2;AJUSTE CONTAGEM ENTRADA
031;08/03/2025;999999992284454;4;1;AJUSTE CONTAGEM SAIDA
226;14/01/2025;999999992284480;0;1;ENTRADA NO ESTOQUE
299;16/05/2025;999999992284494;1;1;SA?DA DO ESTOQUE
074;11/01/2025;999999992545382;0;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992549485;-1;1;AJUSTE CONTAGEM ENTRADA
218;29/04/2025;999999992284516;0;2;ENTRADA NO ESTOQUE
218;29/04/2025;999999992284516;2;2;SA?DA DO ESTOQUE
031;01/02/2025;999999992284518;1;1;AJUSTE CONTAGEM SAIDA
226;02/05/2025;999999992284522;2;1;AJUSTE CONTAGEM SAIDA
203;16/06/2025;999999992284553;0;1;ENTRADA NO ESTOQUE
026;05/03/2025;999999992284555;1;1;SA?DA DO ESTOQUE
209;02/06/2025;999999992284569;1;1;AJUSTE CONTAGEM SAIDA
064;11/01/2025;999999992568797;0;1;AJUSTE CONTAGEM ENTRADA
208;17/02/2025;999999992284596;1;1;AJUSTE CONTAGEM SAIDA
008;11/01/2025;999999992570788;-1;1;AJUSTE CONTAGEM ENTRADA
227;23/01/2025;999999992284688;0;1;ENTRADA NO ESTOQUE
299;15/03/2025;999999992284781;1;1;SA?DA DO ESTOQUE
299;14/02/2025;999999992284781;3;2;SA?DA DO ESTOQUE
299;03/03/2025;999999992284783;1;1;SA?DA DO ESTOQUE
092;14/03/2025;999999992285060;2;1;SA?DA DO ESTOQUE
203;25/03/2025;999999992285064;-1;1;ENTRADA NO ESTOQUE
203;20/02/2025;999999992285070;2;1;SA?DA DO ESTOQUE
203;05/05/2025;999999992285072;1;1;SA?DA DO ESTOQUE
076;15/04/2025;999999992285072;0;1;ENTRADA NO ESTOQUE
008;11/01/2025;999999992570789;-1;1;AJUSTE CONTAGEM ENTRADA
092;13/03/2025;999999992285250;3;1;SA?DA DO ESTOQUE
092;13/03/2025;999999992285310;2;1;SA?DA DO ESTOQUE
010;04/02/2025;999999992285422;1;1;SA?DA DO ESTOQUE
026;05/03/2025;999999992285472;0;1;ENTRADA NO ESTOQUE
010;04/02/2025;999999992285494;1;1;SA?DA DO ESTOQUE
010;20/02/2025;999999992285495;1;1;SA?DA DO ESTOQUE
127;25/04/2025;999999992285495;1;1;SA?DA DO ESTOQUE
061;27/03/2025;999999992285513;1;1;SA?DA DO ESTOQUE
109;10/03/2025;999999992285553;1;1;SA?DA DO ESTOQUE
299;25/04/2025;999999992285582;1;1;SA?DA DO ESTOQUE
124;07/02/2025;999999992285798;1;1;ENTRADA NO ESTOQUE
299;24/01/2025;999999992286128;1;1;SA?DA DO ESTOQUE
299;25/04/2025;999999992286223;1;1;SA?DA DO ESTOQUE
008;11/01/2025;999999992570789;-2;1;AJUSTE CONTAGEM ENTRADA
428;24/02/2025;999999992286256;1;1;AJUSTE CONTAGEM SAIDA
428;24/02/2025;999999992286256;1;1;SA?DA DO ESTOQUE
299;14/02/2025;999999992286280;1;1;SA?DA DO ESTOQUE
003;30/01/2025;999999992286281;1;1;AJUSTE CONTAGEM SAIDA
008;11/01/2025;999999992570792;-1;1;AJUSTE CONTAGEM ENTRADA
009;21/03/2025;999999992286317;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999992286451;1;1;SA?DA DO ESTOQUE
203;17/03/2025;999999992286451;-1;1;ENTRADA NO ESTOQUE
061;27/03/2025;999999992286485;-1;1;ENTRADA NO ESTOQUE
124;21/03/2025;999999992286582;0;1;ENTRADA NO ESTOQUE
003;21/03/2025;999999992286608;1;1;SA?DA DO ESTOQUE
124;22/04/2025;999999992286626;0;1;ENTRADA NO ESTOQUE
026;05/03/2025;999999992286680;-1;1;ENTRADA NO ESTOQUE
299;15/03/2025;999999992286752;1;1;SA?DA DO ESTOQUE
299;06/02/2025;999999992286753;1;1;SA?DA DO ESTOQUE
044;11/01/2025;999999992572517;0;1;AJUSTE CONTAGEM ENTRADA
116;07/03/2025;999999992286825;1;1;AJUSTE CONTAGEM SAIDA
023;06/02/2025;999999992286825;0;1;ENTRADA NO ESTOQUE
016;27/01/2025;999999992286825;0;1;ENTRADA NO ESTOQUE
128;07/05/2025;999999992286826;3;1;AJUSTE CONTAGEM SAIDA
038;11/01/2025;999999992573456;4;1;AJUSTE CONTAGEM ENTRADA
120;25/02/2025;999999992286826;-1;1;ENTRADA NO ESTOQUE
120;07/01/2025;999999992286826;1;1;AJUSTE CONTAGEM SAIDA
346;11/01/2025;999999992573843;0;1;AJUSTE CONTAGEM ENTRADA
003;21/03/2025;999999992286828;5;1;SA?DA DO ESTOQUE
422;17/01/2025;999999992286828;3;1;AJUSTE CONTAGEM SAIDA
212;04/06/2025;999999992286829;2;1;AJUSTE CONTAGEM SAIDA
419;28/03/2025;999999992286829;1;1;AJUSTE CONTAGEM SAIDA
299;02/06/2025;999999992286984;1;1;SA?DA DO ESTOQUE
003;21/03/2025;999999992287303;3;1;SA?DA DO ESTOQUE
299;25/04/2025;999999992287319;1;1;SA?DA DO ESTOQUE
009;15/04/2025;999999992287325;0;1;ENTRADA NO ESTOQUE
127;14/01/2025;999999992287424;-1;1;ENTRADA NO ESTOQUE
367;11/01/2025;999999992575311;-1;1;AJUSTE CONTAGEM ENTRADA
024;28/05/2025;999999992287441;0;1;ENTRADA NO ESTOQUE
061;27/03/2025;999999992287441;2;1;AJUSTE CONTAGEM SAIDA
039;27/01/2025;999999992287449;1;1;SA?DA DO ESTOQUE
363;15/05/2025;999999992287492;-1;1;ENTRADA NO ESTOQUE
363;15/05/2025;999999992287493;-1;1;ENTRADA NO ESTOQUE
363;15/05/2025;999999992287516;5;1;SA?DA DO ESTOQUE
421;22/04/2025;999999992287516;0;1;ENTRADA NO ESTOQUE
382;26/05/2025;999999992287517;0;1;ENTRADA NO ESTOQUE
447;31/03/2025;999999992287539;2;1;SA?DA DO ESTOQUE
026;05/03/2025;999999992287551;0;1;ENTRADA NO ESTOQUE
203;20/02/2025;999999992287717;1;1;AJUSTE CONTAGEM SAIDA
003;11/01/2025;999999992577325;-1;1;AJUSTE CONTAGEM ENTRADA
414;21/05/2025;999999992287757;1;1;SA?DA DO ESTOQUE
414;18/02/2025;999999992287757;0;1;ENTRADA NO ESTOQUE
124;11/01/2025;999999992578614;-1;1;AJUSTE CONTAGEM ENTRADA
414;18/02/2025;999999992287758;0;1;ENTRADA NO ESTOQUE
413;24/02/2025;999999992287759;3;1;AJUSTE CONTAGEM SAIDA
006;05/03/2025;999999992287797;1;1;ENTRADA NO ESTOQUE
010;02/06/2025;999999992287834;3;3;SA?DA DO ESTOQUE
399;10/01/2025;999999992287920;1;1;AJUSTE CONTAGEM SAIDA
038;11/01/2025;999999992580277;1;1;AJUSTE CONTAGEM ENTRADA
414;21/05/2025;999999992287922;0;1;ENTRADA NO ESTOQUE
399;28/01/2025;999999992287922;1;1;AJUSTE CONTAGEM SAIDA
500;24/01/2025;999999992287923;1;1;SA?DA DO ESTOQUE
205;11/01/2025;999999992583525;0;1;AJUSTE CONTAGEM ENTRADA
092;13/03/2025;999999992287927;1;1;SA?DA DO ESTOQUE
092;13/03/2025;999999992287927;1;1;SA?DA DO ESTOQUE
109;21/02/2025;999999992287932;-1;1;ENTRADA NO ESTOQUE
061;13/01/2025;999999992287933;1;1;AJUSTE CONTAGEM SAIDA
367;11/01/2025;999999992583698;-2;1;AJUSTE CONTAGEM ENTRADA
109;09/01/2025;999999992287967;1;1;SA?DA DO ESTOQUE
349;06/06/2025;999999992288005;1;1;SA?DA DO ESTOQUE
349;10/03/2025;999999992288005;0;1;ENTRADA NO ESTOQUE
500;24/01/2025;999999992288005;1;1;SA?DA DO ESTOQUE
367;11/01/2025;999999992583698;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992583737;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992583812;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992587459;-1;1;AJUSTE CONTAGEM ENTRADA
039;11/01/2025;999999992587744;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992588339;-1;1;AJUSTE CONTAGEM ENTRADA
034;11/01/2025;999999992589134;0;1;AJUSTE CONTAGEM ENTRADA
005;11/01/2025;999999992590669;1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992615030;-1;1;AJUSTE CONTAGEM ENTRADA
417;11/01/2025;999999992615031;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992590181;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992590196;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992590217;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992590220;-1;1;AJUSTE CONTAGEM ENTRADA
009;21/03/2025;999999992288024;1;1;ENTRADA NO ESTOQUE
500;24/01/2025;999999992288024;1;1;SA?DA DO ESTOQUE
061;25/03/2025;999999992288025;0;1;ENTRADA NO ESTOQUE
500;24/01/2025;999999992288027;1;1;SA?DA DO ESTOQUE
010;02/06/2025;999999992288075;6;6;SA?DA DO ESTOQUE
204;03/04/2025;999999992288117;0;1;ENTRADA NO ESTOQUE
399;03/02/2025;999999992288189;1;1;AJUSTE CONTAGEM SAIDA
500;24/01/2025;999999992288269;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288271;3;3;SA?DA DO ESTOQUE
024;15/04/2025;999999992288286;2;1;SA?DA DO ESTOQUE
019;14/01/2025;999999992288287;0;1;ENTRADA NO ESTOQUE
004;09/01/2025;999999992288288;0;1;ENTRADA NO ESTOQUE
500;28/01/2025;999999992288288;1;1;SA?DA DO ESTOQUE
432;18/03/2025;999999992288310;2;1;SA?DA DO ESTOQUE
076;25/02/2025;999999992288344;-1;1;ENTRADA NO ESTOQUE
009;21/03/2025;999999992288346;0;1;ENTRADA NO ESTOQUE
001;26/05/2025;999999992288347;0;1;ENTRADA NO ESTOQUE
009;16/04/2025;999999992288369;0;1;ENTRADA NO ESTOQUE
500;24/01/2025;999999992288369;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288370;2;2;SA?DA DO ESTOQUE
367;11/01/2025;999999992590253;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992622961;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992623036;-1;1;AJUSTE CONTAGEM ENTRADA
009;11/01/2025;999999992594173;-1;1;AJUSTE CONTAGEM ENTRADA
391;11/01/2025;999999992607735;0;1;AJUSTE CONTAGEM ENTRADA
038;11/01/2025;999999992589906;-1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590018;1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590019;-1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590019;-2;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590020;-3;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590020;-1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590020;-2;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590021;-1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992590021;-2;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992621448;-1;1;AJUSTE CONTAGEM ENTRADA
500;28/01/2025;999999992288381;1;1;SA?DA DO ESTOQUE
038;11/01/2025;999999992596938;0;1;AJUSTE CONTAGEM ENTRADA
500;24/01/2025;999999992288382;2;2;SA?DA DO ESTOQUE
500;28/01/2025;999999992288383;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288384;1;1;SA?DA DO ESTOQUE
500;24/01/2025;999999992288385;1;1;SA?DA DO ESTOQUE
500;24/01/2025;999999992288388;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288389;1;1;SA?DA DO ESTOQUE
061;14/01/2025;999999992288390;1;1;AJUSTE CONTAGEM SAIDA
500;24/01/2025;999999992288390;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288391;1;1;SA?DA DO ESTOQUE
500;24/01/2025;999999992288411;1;1;SA?DA DO ESTOQUE
500;24/01/2025;999999992288412;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999992288490;1;1;SA?DA DO ESTOQUE
399;10/01/2025;999999992288490;1;1;AJUSTE CONTAGEM SAIDA
008;11/01/2025;999999992630009;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992630105;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992620282;-1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992620284;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992630736;-1;1;AJUSTE CONTAGEM ENTRADA
306;11/01/2025;999999992614507;0;1;AJUSTE CONTAGEM ENTRADA
038;11/01/2025;999999992614574;2;1;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590855;0;5;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590857;0;8;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590859;0;6;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590862;0;2;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590864;2;3;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590871;0;8;AJUSTE CONTAGEM ENTRADA
072;11/01/2025;999999992590873;0;8;AJUSTE CONTAGEM ENTRADA
006;11/01/2025;999999992635545;0;1;AJUSTE CONTAGEM ENTRADA
115;11/01/2025;999999992604051;4;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992628772;1;1;AJUSTE CONTAGEM ENTRADA
039;11/01/2025;999999992595565;-1;1;AJUSTE CONTAGEM ENTRADA
039;11/01/2025;999999992628201;-1;1;AJUSTE CONTAGEM ENTRADA
062;30/01/2025;999999992288521;-1;1;ENTRADA NO ESTOQUE
500;28/01/2025;999999992288525;1;1;SA?DA DO ESTOQUE
024;10/06/2025;999999992288601;1;1;SA?DA DO ESTOQUE
500;28/01/2025;999999992288603;1;1;SA?DA DO ESTOQUE
024;10/06/2025;999999992288605;1;1;SA?DA DO ESTOQUE
116;09/05/2025;999999992288633;15;2;AJUSTE CONTAGEM SAIDA
367;11/01/2025;999999992617480;-1;1;AJUSTE CONTAGEM ENTRADA
063;28/05/2025;999999992288633;6;1;ENTRADA NO ESTOQUE
111;12/03/2025;999999992288633;7;1;AJUSTE CONTAGEM SAIDA
062;25/04/2025;999999992288633;4;1;SA?DA DO ESTOQUE
063;02/04/2025;999999992288633;7;1;SA?DA DO ESTOQUE
020;14/01/2025;999999992288633;8;5;AJUSTE CONTAGEM SAIDA
009;21/03/2025;999999992288668;1;1;SA?DA DO ESTOQUE
006;05/05/2025;999999992288798;2;1;SA?DA DO ESTOQUE
367;11/01/2025;999999992617483;-1;1;AJUSTE CONTAGEM ENTRADA
006;30/04/2025;999999992288798;1;1;ENTRADA NO ESTOQUE
006;23/04/2025;999999992288799;1;1;AJUSTE CONTAGEM SAIDA
211;05/06/2025;999999992288829;-1;1;ENTRADA NO ESTOQUE
417;10/06/2025;999999992288829;37;1;ENTRADA NO ESTOQUE
211;02/06/2025;999999992288829;1;1;SA?DA DO ESTOQUE
301;06/06/2025;999999992288829;-243;243;ENTRADA NO ESTOQUE
225;23/04/2025;999999992288829;32;1;SA?DA DO ESTOQUE
367;11/01/2025;999999992617486;-1;1;AJUSTE CONTAGEM ENTRADA
205;24/01/2025;999999992288829;41;1;AJUSTE CONTAGEM SAIDA
363;15/05/2025;999999992288830;51;1;ENTRADA NO ESTOQUE
301;06/06/2025;999999992288830;244;243;SA?DA DO ESTOQUE
225;23/04/2025;999999992288830;18;1;ENTRADA NO ESTOQUE
225;19/03/2025;999999992288830;21;1;AJUSTE CONTAGEM SAIDA
038;11/01/2025;999999992608044;-2;2;AJUSTE CONTAGEM ENTRADA
113;11/01/2025;999999992608304;1;1;AJUSTE CONTAGEM ENTRADA
500;24/01/2025;999999992288851;1;1;SA?DA DO ESTOQUE
399;28/01/2025;999999992288855;1;1;AJUSTE CONTAGEM SAIDA
399;10/01/2025;999999992288858;1;1;AJUSTE CONTAGEM SAIDA
009;15/04/2025;999999992288859;0;1;ENTRADA NO ESTOQUE
122;11/01/2025;999999992596160;0;1;AJUSTE CONTAGEM ENTRADA
020;11/01/2025;999999992596161;0;1;AJUSTE CONTAGEM ENTRADA
002;29/05/2025;999999992288868;2;1;AJUSTE CONTAGEM SAIDA
216;11/01/2025;999999992605871;1;1;AJUSTE CONTAGEM ENTRADA
009;11/01/2025;999999992629447;1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992629732;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992607177;-1;1;AJUSTE CONTAGEM ENTRADA
367;11/01/2025;999999992617661;-1;1;AJUSTE CONTAGEM ENTRADA
038;11/01/2025;999999992604414;1;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992625094;-2;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992625094;-1;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625111;2;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625114;2;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625119;1;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625120;0;2;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625127;2;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625127;1;1;AJUSTE CONTAGEM ENTRADA
346;11/01/2025;999999992625128;2;2;AJUSTE CONTAGEM ENTRADA
039;11/01/2025;999999992600149;3;1;AJUSTE CONTAGEM ENTRADA
205;11/01/2025;999999992613678;0;1;AJUSTE CONTAGEM ENTRADA
113;11/01/2025;999999992613749;0;1;AJUSTE CONTAGEM ENTRADA
008;11/01/2025;999999992622132;0;1;AJUSTE CONTAGEM ENTRADA
317;11/01/2025;999999992623134;1;1;AJUSTE CONTAGEM ENTRADA
019;11/01/2025;999999992602107;0;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999992288955;1;1;AJUSTE CONTAGEM SAIDA
203;05/05/2025;999999992288960;1;1;SA?DA DO ESTOQUE
039;11/01/2025;999999992625471;1;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999992288967;1;1;AJUSTE CONTAGEM SAIDA
019;11/01/2025;999999992623833;0;1;AJUSTE CONTAGEM ENTRADA
359;23/04/2025;999999992288978;1;1;AJUSTE CONTAGEM SAIDA
006;12/01/2025;999999992325925;-1;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999992288981;1;1;AJUSTE CONTAGEM SAIDA
026;05/03/2025;999999992289002;1;1;SA?DA DO ESTOQUE
009;15/04/2025;999999992289016;0;1;ENTRADA NO ESTOQUE
203;05/05/2025;999999992289030;1;1;SA?DA DO ESTOQUE
299;28/04/2025;999999992289095;1;1;SA?DA DO ESTOQUE
064;01/04/2025;999999992289114;1;1;SA?DA DO ESTOQUE
064;13/01/2025;999999992289114;0;1;ENTRADA NO ESTOQUE
299;28/04/2025;999999992289141;2;2;SA?DA DO ESTOQUE
299;28/04/2025;999999992289144;2;2;SA?DA DO ESTOQUE
006;19/02/2025;999999992289163;1;1;SA?DA DO ESTOQUE
228;14/03/2025;999999992289233;0;1;ENTRADA NO ESTOQUE
353;12/01/2025;999999992439024;0;1;AJUSTE CONTAGEM ENTRADA
125;28/03/2025;999999992289277;1;1;SA?DA DO ESTOQUE
061;25/03/2025;999999992289310;0;1;ENTRADA NO ESTOQUE
092;14/03/2025;999999992289333;1;1;SA?DA DO ESTOQUE
092;14/03/2025;999999992289334;2;2;SA?DA DO ESTOQUE
228;13/03/2025;999999992289362;1;1;ENTRADA NO ESTOQUE
092;14/03/2025;999999992289374;1;1;SA?DA DO ESTOQUE
092;14/03/2025;999999992289375;1;1;SA?DA DO ESTOQUE
006;12/01/2025;999999992441375;2;1;AJUSTE CONTAGEM ENTRADA
062;24/04/2025;999999992289385;2;1;AJUSTE CONTAGEM SAIDA
359;12/05/2025;999999992289480;-1;1;ENTRADA NO ESTOQUE
001;26/05/2025;999999992289534;0;1;ENTRADA NO ESTOQUE
299;25/03/2025;999999992289593;2;1;SA?DA DO ESTOQUE
299;27/03/2025;999999992289593;1;1;SA?DA DO ESTOQUE
299;27/03/2025;999999992289611;1;1;SA?DA DO ESTOQUE
299;16/05/2025;999999992289700;1;1;SA?DA DO ESTOQUE
299;16/05/2025;999999992289701;1;1;SA?DA DO ESTOQUE
299;16/05/2025;999999992289725;1;1;SA?DA DO ESTOQUE
006;12/01/2025;999999992444657;3;1;AJUSTE CONTAGEM ENTRADA
203;20/02/2025;999999992289759;18;1;AJUSTE CONTAGEM SAIDA
209;12/02/2025;999999992289763;2;1;AJUSTE CONTAGEM SAIDA
048;12/01/2025;999999992492609;0;1;AJUSTE CONTAGEM ENTRADA
006;12/01/2025;999999992495869;2;1;AJUSTE CONTAGEM ENTRADA
203;05/05/2025;999999992289765;2;2;AJUSTE CONTAGEM SAIDA
203;28/02/2025;999999992289765;25;1;AJUSTE CONTAGEM SAIDA
006;12/01/2025;999999992501983;-1;1;AJUSTE CONTAGEM ENTRADA
351;12/01/2025;999999992520546;2;1;AJUSTE CONTAGEM ENTRADA
299;27/03/2025;999999992289969;1;1;SA?DA DO ESTOQUE
299;27/03/2025;999999992289970;1;1;SA?DA DO ESTOQUE
299;27/03/2025;999999992289982;1;1;SA?DA DO ESTOQUE
109;07/03/2025;999999992290029;0;1;ENTRADA NO ESTOQUE
114;16/04/2025;999999992290052;1;1;AJUSTE CONTAGEM SAIDA
122;12/01/2025;999999992539674;2;1;AJUSTE CONTAGEM ENTRADA
006;12/01/2025;999999992570788;-1;1;AJUSTE CONTAGEM ENTRADA
111;05/02/2025;999999992290061;1;1;AJUSTE CONTAGEM SAIDA
432;21/05/2025;999999992290136;1;1;AJUSTE CONTAGEM SAIDA
074;12/01/2025;999999992575275;0;1;AJUSTE CONTAGEM ENTRADA
203;02/05/2025;999999992290294;1;1;SA?DA DO ESTOQUE
203;20/02/2025;999999992290294;0;1;ENTRADA NO ESTOQUE
299;15/03/2025;999999992290331;1;1;SA?DA DO ESTOQUE
117;14/03/2025;999999992290341;2;1;AJUSTE CONTAGEM SAIDA
092;14/03/2025;999999992290365;1;1;SA?DA DO ESTOQUE
004;17/02/2025;999999992290528;0;1;ENTRADA NO ESTOQUE
299;27/03/2025;999999992290596;1;1;SA?DA DO ESTOQUE
299;06/02/2025;999999992290597;1;1;SA?DA DO ESTOQUE
204;04/04/2025;999999992290630;0;1;ENTRADA NO ESTOQUE
092;17/03/2025;999999992290644;1;1;SA?DA DO ESTOQUE
092;17/03/2025;999999992290675;1;1;SA?DA DO ESTOQUE
092;17/03/2025;999999992290677;1;1;SA?DA DO ESTOQUE
092;17/03/2025;999999992290678;2;2;SA?DA DO ESTOQUE
092;17/03/2025;999999992290681;2;2;SA?DA DO ESTOQUE
092;17/03/2025;999999992290686;1;1;SA?DA DO ESTOQUE
003;21/03/2025;999999992290710;1;1;SA?DA DO ESTOQUE
122;12/01/2025;999999992577261;0;1;AJUSTE CONTAGEM ENTRADA
092;17/03/2025;999999992290773;1;1;SA?DA DO ESTOQUE
076;09/01/2025;999999992290928;1;1;AJUSTE CONTAGEM SAIDA
074;12/01/2025;999999992579393;2;1;AJUSTE CONTAGEM ENTRADA
009;21/03/2025;999999992290948;1;1;SA?DA DO ESTOQUE
436;10/04/2025;999999992291026;2;1;SA?DA DO ESTOQUE
034;10/03/2025;999999992291142;2;1;SA?DA DO ESTOQUE
299;15/01/2025;999999992291145;1;1;SA?DA DO ESTOQUE
364;12/01/2025;999999992590075;-1;1;AJUSTE CONTAGEM ENTRADA
209;12/02/2025;999999992291361;1;1;AJUSTE CONTAGEM SAIDA
391;12/01/2025;999999992629589;6;1;AJUSTE CONTAGEM ENTRADA
226;15/02/2025;999999992291380;2;1;AJUSTE CONTAGEM SAIDA
391;12/01/2025;999999992629589;4;1;AJUSTE CONTAGEM ENTRADA
215;03/06/2025;999999992291425;1;1;SA?DA DO ESTOQUE
215;03/06/2025;999999992291427;3;3;SA?DA DO ESTOQUE
215;03/06/2025;999999992291428;3;3;SA?DA DO ESTOQUE
215;03/03/2025;999999992291428;1;1;SA?DA DO ESTOQUE
026;10/03/2025;999999992291445;1;1;ENTRADA NO ESTOQUE
226;14/01/2025;999999992291456;0;1;ENTRADA NO ESTOQUE
299;15/01/2025;999999992291461;1;1;SA?DA DO ESTOQUE
